,Line A,Line B
54,1.5065571120292975,1.4918627386217291
55,1.4557156822950976,1.513652024623121
56,1.4964263161386804,1.5170787070979426
57,1.4821613941902934,1.5020987740625953
58,1.4795609572851218,1.489536666207341
59,1.5068581268232193,1.4997793468461484
60,1.4745744070495217,1.5087691079382881
61,1.5368812841940043,1.4992169347040487
62,1.4950411961755903,1.494037376134254
63,1.514236023790314,1.5004040696899412
64,1.4772715796102214,1.4844200043557298
65,1.4985793676431394,1.5147111199999317
66,1.4971151231430502,1.5045100431066856
67,1.45617090925592,1.4860289051204396
68,1.5023972588036465,1.5049021962321734
69,1.489951601149356,1.4949555690239062
70,1.5211062683631213,1.5038974555927627
71,1.5092562317605867,1.493959525544005
72,1.5062535095990217,1.495292427299304
73,1.5229064027488302,1.4773791993838699
74,1.4818673766883594,1.488338724797194
75,1.460110434187976,1.4986668805264773
76,1.5342073933609741,1.5038933321471823
77,1.524730445709511,1.4952036385020402
78,1.535350018719596,1.5096223027532585
79,1.5246019011361445,1.5147286520512677
80,1.4612794878540334,1.502107679143325
81,1.4876641169040872,1.4809484375209707
82,1.5210884536926335,1.4935327494031216
83,1.5240314107919064,1.5076829679473374
84,1.5084890870073528,1.5038199158316
85,1.4880363383012185,1.5051993244521171
86,1.4959279458607233,1.4879462841948232
87,1.5189685212983257,1.5017269404597262
88,1.5309421522514408,1.4789985270141077
89,1.4997675207514494,1.5236596160402824
90,1.521300628134074,1.5025152565399653
91,1.490536590568718,1.5037091732595946
92,1.4857798261312078,1.4957619383835705
93,1.51998148874777,1.51731144490483
94,1.4741876802530365,1.497173273119602
95,1.494680758313362,1.474965371599384
96,1.5108593784817288,1.4981458891800246
97,1.5044356973827469,1.4896908920475451
98,1.478870306945497,1.481024924012118
99,1.5065622157374212,1.5097362370255833
100,1.469682462180422,1.4768036308541035
101,1.5161231443690875,1.504434426298403
102,1.5133667081850422,1.4963198140939924
103,1.5037442817700037,1.50976490143198
104,1.4853637628907677,1.4993606811579034
105,1.4709897950005857,1.4791938832505338
106,1.526160208900598,1.4838094058146876
107,1.4879810613873734,1.4942349359673162
108,1.5029016634841794,1.4673029798941901
109,1.5046259241721085,1.503831649216597
110,1.5011605239870442,1.4749447503008586
111,1.5327039804600182,1.4993540964752372
112,1.4841907027564147,1.4787496864666319
113,1.5009153797814567,1.4943410305553775
114,1.5135315305061103,1.4896988232655468
115,1.4845092166896316,1.501883113747801
116,1.4971344929545018,1.5161106987862747
117,1.5017524598818508,1.4803402410575546
118,1.5076603858493811,1.4938223368500692
119,1.488445593823585,1.5004976673169852
120,1.4907183036350025,1.5056527473157526
121,1.5125527191267103,1.4811434127729148
122,1.5260647681673625,
123,1.525018543295929,1.486922284338184
124,1.508450376535749,1.475701032225981
125,1.4708088757470712,1.4842395095693515
126,1.5008929788538299,1.5072042524517546
127,1.4879253145209765,1.49940900037225
128,1.4875080633951738,1.5126726041016108
129,1.5141835584689995,1.4977968947515405
130,1.508999915104596,1.4877149703450931
131,1.5058848144794736,1.4860552336849515
132,1.480683778217032,1.500883594114835
133,1.4923972339497547,1.49543565315165
134,1.5033148152018367,1.497474901040839
135,1.5133972153103235,1.5020345576712346
136,100000.0,1.503150648866668
137,1.4852719129312288,1.4850479829974854
138,1.506508660577659,1.4852377681642925
139,1.5143508896223121,1.49066046674984
140,1.4885023622948346,1.4923867519891703
141,1.5120355605239273,1.4968534261229833
142,1.543181708532287,1.490490833024767
143,1.5206649148889078,1.5054426668105445
144,1.507239638371313,1.4995185562406572
145,1.502652844960494,1.5003626881698273
146,1.5101876034024349,1.4933799144604987
147,1.4965188859573204,1.4875625193907176
148,1.4833346312632358,1.5049113666537315
149,1.4950160438135562,1.4924915001110706
150,1.508581768108356,1.505688124005036
151,1.517707619965387,1.4822236463821032
152,1.5146409008526538,1.4875855292920468
153,1.4784945170996888,1.5055015018347295
154,1.501123866213004,1.5163915904080079
155,1.4947938092387316,1.4742460915010096
156,1.4921543934891557,1.4870615606396067
157,100000.0,1.5192003717229792
158,1.5300676210637192,1.4860138953352595
159,1.5051200095353492,100000.0
160,100000.0,1.5232400601562408
161,1.519115159593754,1.5028160084708477
162,1.5239208214192952,1.5088225962570445
163,1.4647978184617902,1.5007870865575397
164,1.5176210919988111,
165,1.5385500366208777,1.5125045406038053
166,1.4827925818394758,1.494317093484724
167,1.5205433339423648,
168,1.4880998866725035,1.5067298017027397
169,1.4921792260116764,1.5112504974053262
170,1.5251885257414974,1.5060196813974795
171,1.5055066081277713,1.4956362906963196
172,1.509717531056432,1.4836889853983146
173,1.5152639465390594,1.5076238266493776
174,1.524188795791416,1.4979023903597835
175,1.5081101314087657,1.5171620662071943
176,1.4989016541894449,1.5139765967612864
177,1.5128245366854252,1.498328815718291
178,1.5021979750127952,
179,100000.0,1.4909166798472564
180,1.4922499788254027,1.5009363068571873
181,1.4967988561785681,1.4992206975335427
182,1.4887832696365315,1.5043425718195471
183,1.5010579143081042,100000.0
184,1.538991276207692,1.4981544073673263
185,1.4939673003824945,1.4970569451112525
186,1.5140155582817572,1.489207048665684
187,1.4886269121365734,1.5086208192799448
188,1.5106335933486392,1.4918135544409032
189,100000.0,1.5035870055464042
190,1.4850758610870356,1.500337496172554
191,1.473962001929887,1.4897826725476948
192,1.5097486586224609,1.5115345087385679
193,1.490080746199023,1.4796316011347226
194,1.529897598227092,1.50130971139149
195,1.4764673728398756,1.4969166422961755
196,1.5287330684379263,1.488519468628373
197,1.524293367498764,1.4881930296535548
198,1.4811014473623558,1.4976359388653062
199,1.5094634200729382,1.4917370250921727
200,1.4823184820607413,1.4928510353694573
201,1.5036282487460746,1.5209860444130199
202,1.4839036726500803,1.5062641162971933
203,1.511902488004552,1.5046324826881488
204,1.5334055983305264,1.4877881074599595
205,1.5250385964200923,1.527523650159182
206,1.5348833409013907,1.4957803187601715
207,1.5407327768016132,1.4902669785180624
208,1.4844989783258398,1.4883689619962581
209,1.5005577001930868,1.5190242550611506
210,1.5122268602751394,1.5143925110430019
211,1.5285078875996558,1.5062734316058102
212,1.508511047919995,1.5075813097785884
213,1.5170669499087999,1.4926809942304842
214,1.494591694038198,1.499048019458478
215,1.4947240646796873,1.4910493917095395
216,1.5310063873285131,1.502850228998955
217,1.533366172504822,1.4709227592064558
218,1.5087057863944668,1.4837915057349773
219,1.4981086798314787,1.5220954110089382
220,1.4969411198568123,1.4900043598466408
221,1.5363438201794903,1.4963082545459325
222,1.5197185540636986,1.5121438136833614
223,100000.0,1.5105267832032545
224,1.4902994006495118,1.4911536523641702
225,1.5181772422019515,1.4955969367599142
226,1.5091795002766488,1.4919823563556527
227,1.4965574076561867,1.4897505033768998
228,1.5036511901267713,1.487465088242415
229,1.5170274865356654,1.513396291367702
230,1.4905356099738167,1.5099270927773516
231,1.4997665777032172,
232,1.4972707833814625,1.4887286904705406
233,1.4996662700960357,1.4812821773047062
234,1.5282081081181702,1.500939088849847
235,1.5024284832886947,1.5122593854089585
236,1.5122239975442076,1.498927411910493
237,1.51945296154496,1.4941606338197906
238,1.485442446237914,1.4856358340177906
239,1.5139439590269166,1.5139648392745881
240,1.5097079157868243,1.4780565118293627
241,1.4920393007845556,1.5078229133774466
242,1.4799566964259603,1.4908288097656808
243,1.5078010930431252,1.4982652594404464
244,1.4648362838799383,1.5101701689644167
245,1.499085978768547,1.49944172325903
246,1.5309519207445599,1.5103356987312089
247,1.5119575253583015,1.4828706091406827
248,1.5221690354981945,1.4949340645633993
249,1.4839144118060816,1.4915359852741596
250,1.50398556986122,1.4755437367604594
251,1.4963323768535974,1.5044398971407573
252,1.4691185948844756,1.5021789824902996
253,1.4877607498530114,1.517003915615718
254,1.5012135343819708,1.488645597310935
255,1.5077687001421856,1.4946425404702863
256,1.5026852890183662,1.5217701029154125
257,1.5039294236029475,1.5030639346536245
258,1.5003536154813208,1.507321876441836
259,1.4676833125616089,1.5019295306417701
260,1.48597975772983,1.4937374958033516
261,1.507798310730369,1.4909577667241178
262,1.5054473982700074,1.4834579481859949
263,1.457296255368053,1.483455542545698
264,1.4956616085105192,1.4915300687847493
265,1.4908835790070232,1.5040665895945031
266,1.5254497990716716,1.5056535531531543
267,1.5204467021398997,1.4972730185512884
268,1.4519459075494316,1.487343568043664
269,1.4852570617631018,1.5064737259465537
270,1.5108051686897022,1.5153463158980354
271,1.4773230995248532,1.4956797135424875
272,1.5202483081180491,1.5044356980471658
273,1.478118534900229,1.49231653161066
274,1.534996466555881,1.5062870810755256
275,1.4815537546933115,1.5031759167028884
276,1.47425698839398,1.4828689139501248
277,1.506722117082933,1.4724286296534015
278,1.5239989731910237,1.5025708701028886
279,1.4818031451637454,1.494845795006651
280,1.5145934960053014,1.4906373445238026
281,1.513878172923938,1.4879360975610212
282,1.5534283990713462,1.5129424810504184
283,1.5237457468428788,1.4884918798665447
284,1.5048258298465353,1.5035175190834669
285,1.465892874290876,1.5067636419839967
286,1.4847019449720176,1.4675036131625523
287,1.5122905082580538,1.4885092642480435
288,1.516272611978477,1.503885559539217
289,1.4844358379130715,1.4955222706517108
290,100000.0,1.4845813767914016
291,1.5067337156481861,1.5106281080782322
292,1.5078417802487623,1.5004182595025486
293,1.4933092804979147,1.5198339038324895
294,1.4968091199397124,1.5008398979168907
295,1.4769592780307497,1.4912631968653098
296,1.4932588982400317,1.5051464649611337
297,1.5327717292677925,1.4899326546349425
298,1.4921327398184454,1.4973569402854692
299,1.5039595059686508,1.5018825137233012
300,1.526061823798134,1.4789400174456968
301,1.497988797128896,1.4990555723377361
302,1.493822662078041,1.4901633259176563
303,1.5000693178021036,1.5100706803681458
304,1.5192498428980752,1.4931636667898027
305,1.511024741063619,1.5126170927147329
306,1.4953572613926294,1.509774893700002
307,1.5114977869017803,1.5011173670201814
308,1.5009793581321265,1.5092527900966137
309,1.500426914520297,1.4925996166137763
310,1.5072910047036538,1.5093296320606715
311,1.4901333445908402,1.485447157893334
312,1.4942636264744074,1.5079912474047883
313,100000.0,1.496684718432943
314,1.4963560828984297,1.4959439987252556
315,1.4640652026419867,1.4952749951972208
316,1.4933949259060615,1.4933636622283615
317,1.5364764567140647,1.4873309197050864
318,1.4979845336955375,1.5098748119992804
319,1.5196516379341416,1.4935751668490922
320,1.5154337219774805,1.506478286438261
321,1.4981488837679984,1.5036618222231555
322,1.5152522023997463,1.5016924738575204
323,1.505799419350971,1.487325431238218
324,1.4984266412191931,1.5016153926502744
325,1.4897122152707774,1.4825697923273031
326,1.5079817416092764,1.502589560040522
327,1.4891315847360431,1.4793414049603932
328,1.4658616622342433,1.4834346176066722
329,1.5224066261806173,1.4921448457811703
330,1.4931633359388552,1.4832210914134405
331,1.5174822854371015,1.5134159798742977
332,1.510498888451786,1.4986167576648632
333,1.4991184466373308,1.4985391605440526
334,1.4722602837487797,1.500258704894724
335,1.5331804572967946,1.4909286651759794
336,1.5117722250926622,1.506901220156632
337,1.5300684038287415,1.4987195524866312
338,1.501252488204966,1.501047024413406
339,1.4988813322523922,1.494055925561639
340,100000.0,1.4959078304395304
341,1.514422952227823,1.5068407500080954
342,1.4911660090019934,1.4733898423733576
343,1.494894897920306,1.4974803529184744
344,100000.0,1.5044071516709663
345,1.503315681893852,1.485347476959365
346,1.4943689597318526,1.5195584718863242
347,1.5008249426611924,1.493036975084817
348,1.491057096314035,1.4929541348860027
349,1.5096378323756297,1.5123600290528494
350,1.5273722071352884,1.4971789532637725
351,1.4841549910199674,1.4853058456856474
352,1.4979412094318612,1.489419704899495
353,1.5337068729784489,1.5023626490796396
354,1.5257997451720626,1.4946126584925365
355,1.505140792973803,1.4947269800805272
356,1.4944561881644038,1.506033226332086
357,,1.4971483303677362
358,1.499156192391947,1.5085853127092064
359,1.5080751374902823,1.5039011447787471
360,1.522263147769343,1.4972145704644357
361,1.5102992475461146,1.4925731547757608
362,1.5104634763199773,1.4990514778096669
363,1.5292271635987982,1.4821899750259364
364,1.5208138825093462,1.4936112256226215
365,1.51768707734194,1.506235032085988
366,1.4888773142430403,1.517632034363282
367,1.4958012355000214,1.5030341180324545
368,1.4827034069435858,1.5031714624105503
369,1.4999708356541124,1.4993640662706962
370,1.4838527232975895,1.479617650281681
371,1.5286857808121284,1.5035157892626312
372,1.4867950111912913,1.5175437139254908
373,1.5088414634536667,1.4957668139869995
374,1.494492844485564,1.4804456116707234
375,1.5308856976524141,1.4979748118252285
376,1.5257024463992177,1.5075226219588487
377,1.4621318897542412,1.4889345852283122
378,1.4980695591000717,1.4979050568434615
379,1.4931072450332568,1.4986352046971494
380,1.524424339666226,1.4824987607699929
381,1.516893681641472,1.4779008750630191
382,1.5129159991628514,1.4894767806616174
383,1.4953298744806938,1.4968270693962222
384,1.4804953182443985,1.4941426484163656
385,1.5184546107177344,1.4943937145991035
386,1.5123286384838956,1.4871886394271538
387,1.5430566172992488,1.5170537561572528
388,1.5162874125055152,1.4953285218003276
389,1.4916485448424253,1.4921105561726933
390,1.5211281895992612,1.4914340642466968
391,1.4847411737589917,1.5209333346404033
392,1.5306970837975902,1.5069528047822065
393,1.5329559181174406,
394,1.4560029196316853,1.4920980160225927
395,1.481571788653715,1.4821301609710007
396,1.5097946112796887,1.4955542380610594
397,1.5065900889679575,1.5076131547244875
398,1.4674106953125927,1.4983450491706356
399,1.5323585565085738,100000.0
400,1.5254793478372228,1.5072603670447284
401,1.496507787447444,1.4880289872540786
402,1.5000477689863077,1.495256431255213
403,1.4897319882371605,1.5009350261078913
404,1.527636771999689,1.4862398084246558
405,1.4946606425749613,1.5026161521658805
406,1.5062912820488135,1.5014524860300793
407,1.5247902445341919,1.473142357399038
408,1.5214164156129686,1.4955941997720394
409,1.5065517778403903,1.5071160517876234
410,1.5089844193470063,1.4867147372376768
411,1.5193235375315601,1.4919137558031303
412,1.5011613796992895,1.4967976381556118
413,1.5084194040895174,1.4978744719299386
414,1.5066940121089085,1.4890799530654923
415,1.5079094361188052,1.4956671585962609
416,1.4816132129956612,1.4993526486787245
417,1.4769275010819256,1.504444529218293
418,1.5579973315222058,1.4970328873659027
419,1.4942187637468918,1.5111383448564277
420,1.5135191421527918,1.4966123015531108
421,1.5146833600848397,1.4872533784451711
422,1.5237418403888012,1.5038211672683748
423,1.4527406962692901,1.509093835334782
424,1.477201280065348,1.4780312473704957
425,1.4939203511914434,1.4964107779965963
426,1.46672503081837,1.4890467456084813
427,1.5087986985796957,1.5062728729074417
428,1.5005173088087587,1.4987416828276114
429,1.4940279733597976,1.4908235736131408
430,1.502396816164423,1.4970636097176477
431,1.5559528834547183,1.4923414169457179
432,,1.5044018244332198
433,1.499588444171614,1.5065952396770315
434,1.5121277887120865,1.4748138163715967
435,1.4973845579169744,1.4960115413748312
436,1.4861178395484573,1.4944081830563194
437,1.4961663678352586,1.502307477685935
438,1.5534740624980823,1.5011325253573446
439,1.4692375851598434,1.500868556472243
440,,1.4933326671912652
441,1.5206816717713418,1.4870800481619304
442,1.4787609077272206,1.5034047675365587
443,1.464581854999337,1.5016043858972987
444,1.5378541016770741,1.4867140866724622
445,1.4716920197840198,1.5073347011136105
446,1.5003411175829235,1.4990531834423928
447,1.4882465369592768,1.5152532666528165
448,1.4867390149080026,1.49666554756051
449,1.5086548181880874,1.4982752673872466
450,1.468109186563112,1.5043348909678413
451,1.517662197337887,1.4908648303161856
452,1.5002010101241134,1.4794320835240216
453,1.497468812688633,1.5008351410028087
454,1.5073933345111215,100000.0
455,1.4956040376112827,1.5004207326993062
456,1.5150839704575787,1.4846677614866473
457,1.5386764522055647,1.5045414820532832
458,1.5238726791918396,1.5027691685853997
459,1.5032589851246372,1.5016081670101455
460,1.5045158218791572,1.5041761842644286
461,1.5372096829636648,1.4886604169639945
462,1.4931934398877929,1.4999924168475203
463,1.5347794392138776,1.5107543940777421
464,1.5225163215719153,1.5020097897388864
465,100000.0,1.4976269696668607
466,1.4896664409009275,1.4922614200238364
467,1.4961175196810714,1.481553646842401
468,1.4866962047976753,1.5123085074696025
469,1.5101606919087358,1.5063297650925607
470,1.4874911607650336,1.5074992207291353
471,1.4594721445529049,1.5039567290926132
472,1.5249822022415367,1.5090133234331207
473,1.4991570061031754,1.5099016814523716
474,1.504673191351109,1.4809193717250442
475,1.5231957175092656,1.5056989603146211
476,1.4864342156332262,1.4903781387461459
477,1.5020742689129243,1.4940520484047992
478,1.4725939035836377,1.4914864426862307
479,1.515856054536257,1.5075087013902932
480,1.5243097983819571,1.506752312662066
481,1.4970449036784927,1.5006900670159908
482,1.4576012908064457,1.5260165276906852
483,1.4735586151250055,1.4879189583734918
484,1.4641518399232434,1.4648527529967204
485,1.5430833475645616,1.4856485006846551
486,1.5234724812604727,1.5142612036995216
487,1.4808701010493832,1.500133747682871
488,1.5163877477414984,1.5145034427774762
489,1.5085628130041313,1.4803281846081404
490,1.4823880721386433,1.5050462591422895
491,1.4829080549747713,1.4925547857589057
492,1.4853468839407198,1.479910690581525
493,1.4924586494221965,
494,1.5031808201482728,1.5020518276490928
495,1.504571643691083,1.5072978181543393
496,1.5102291972713868,1.4902119968365624
497,1.4872358586504477,1.5033246031295802
498,1.5100796123478375,1.4896129027623988
499,1.4698402038127216,1.49428198060964
500,1.5288213064507659,1.5073696949797952
501,1.5075461876534586,1.4944484164425123
502,1.5413522612269919,1.4910636974150593
503,1.5098849477164198,1.4920225208694833
504,1.5355781805261892,1.5038975442531954
505,1.5136564818704232,1.497402084373402
506,1.518028776560486,1.4957132392139523
507,1.535553682808086,1.5013952480127204
508,1.527204505068643,1.490862069115286
509,1.5189112312895168,1.4996410355384417
510,1.4517109745433578,1.485126202643847
511,1.4999273529997388,1.5052356979016908
512,1.511851380771096,1.4707341700820178
513,1.4869963817394456,1.5129257303118118
514,1.4875260473526641,1.511504520414795
515,1.4847302637985842,1.4850499054944564
516,1.5004266620842763,1.5001880510591048
517,1.4866798525424372,1.4992572871518692
518,1.5007793048117377,1.4975775715854553
519,1.50378718200131,1.5008499762377387
520,1.5064166645065658,1.4922785801403262
521,1.5216108241921187,1.4968165285184127
522,1.5570318841211825,1.4896787131542817
523,1.5188608814483568,1.4994818284591809
524,1.4869353509210899,1.4894035298486266
525,1.5076962785394383,1.5024248004174192
526,1.4993277722924436,1.5181410059770848
527,1.5079115198669812,1.5022617402476817
528,1.4893744485399951,1.4916167132357867
529,1.4876506582632232,1.505593253496817
530,1.471418380041579,1.51524874362385
531,1.5081520131880863,1.5024816732778437
532,1.4878373390062252,1.4934238759045804
533,1.5148374093208514,1.5013607076914766
534,1.5078697733506978,1.505673062757821
535,1.5021918244184165,1.5003332329320336
536,1.4860050671085125,1.4958984397702992
537,1.4983642311580716,1.4993084891774118
538,1.4956133268511538,1.4986112403309366
539,1.4853537563076287,1.4912089001937041
540,1.4844621011595693,1.5131188173673904
541,1.4830473578943342,1.4910761645452402
542,1.4789327010175106,1.4984403360023602
543,1.5185841970835068,1.5117685861171564
544,1.5001564470621467,1.5003264338072662
545,1.5080330483875606,1.4925824712097413
546,1.4938310757483597,1.5126944678096335
547,1.4800688440430225,1.5070445213132506
548,1.4877507322045538,1.4842143151939586
549,1.4885761589349846,1.5078093835524862
550,1.4916259417430846,1.4895692338930469
551,1.4847521690987804,1.5073721568408727
552,1.5007486404403239,1.5006266795968657
553,100000.0,1.50500666127094
554,1.4832845803588424,1.497181592804461
555,1.4786521656411298,1.502213545311202
556,1.4942873556566616,1.4927780620043427
557,1.5154401560514874,1.4995547402201859
558,1.5045340702428815,1.4889847160990295
559,1.4830134811111733,1.5054772863902888
560,1.5116864391648794,1.481432411960442
561,1.5169078845502142,1.490285196642149
562,,1.4898459132173596
563,100000.0,1.495340578379853
564,1.5233799993843256,1.4902866431597779
565,1.490409784826309,1.495296922201241
566,1.5043774926010873,1.4987505615084518
567,1.4946973650009663,1.4892935515281096
568,1.5078743486519985,1.5177541154147518
569,1.4878627455685156,1.5143990675060484
570,1.5074223031119356,1.5158253367236205
571,1.477481316905587,1.4847553991492382
572,1.515655594413319,1.481007418392891
573,1.5084251554226262,1.513065788741693
574,1.5237574687405817,1.4846941529276678
575,1.5270337886864607,1.4886519584074926
576,1.5073609997067379,1.5070091944142596
577,1.4634209680575025,1.4824802653115727
578,1.4792075399111115,1.4835588922162535
579,1.4944003298445876,1.4906577957724378
580,1.485941775463406,1.5018233184617589
581,1.5202723876017499,1.4985081758586563
582,1.4772925514171205,1.4894882088717767
583,1.4975533468938251,1.4909922086884055
584,1.5009098054266203,1.479019860314663
585,1.5073613265193089,1.499846774311734
586,1.4967523382371266,1.5033990213717008
587,1.5095920180688422,1.4927651596271765
588,1.5017119774855252,1.5071091091856603
589,1.4865432064361774,1.4962628978816996
590,100000.0,1.4904761013106123
591,1.4891764256577218,1.4941496696911885
592,1.513148010995609,1.4883426922815919
593,1.487949893658877,1.5092836693680618
594,1.4904410007146203,1.502009128293824
595,1.5200275535862322,1.5018553053461792
596,1.4970082695762494,1.5016838728841504
597,1.485636434650088,1.4907825568205626
598,1.488917877070878,1.4976804659977005
599,1.4859214752499679,1.491889275859664
600,1.507341158163088,1.4980797880951995
601,1.5017865280904668,1.503452479734438
602,1.5082281895718053,1.504801504246914
603,1.4983687219120845,1.5048813773103935
604,1.504085010637068,1.4934697258667038
605,1.4620626069116434,1.4892460552404438
606,1.4882529803123123,1.4744291000926137
607,1.500519611158391,100000.0
608,1.5162279704264408,1.5071944400816428
609,1.5130504740848614,1.4875641295068847
610,,1.4856968869586475
611,1.5032877040177373,1.4853939606310742
612,1.5188860760471459,1.4930159660687379
613,1.5027701957002126,1.4960326470388907
614,1.496450750199292,1.5015293499627456
615,1.488434030131135,1.494396730805793
616,1.4960818103198845,1.490074121369104
617,1.4947298403148916,1.488584461015749
618,1.4916434791610502,1.5002713278700321
619,1.4801638543705289,1.5134735994751634
620,1.518901994574299,1.4985927874307374
621,1.5176103861109198,1.4891662893677797
622,1.5539899461941329,1.4993087818731818
623,1.5006287911270135,1.486584101349728
624,,1.4947350306049685
625,1.540629488543205,1.4908910933993567
626,1.4837711727840324,1.5122027299183232
627,1.5171497894883363,1.4998629139504638
628,1.5181405797938843,1.4972286290994292
629,1.4741271264915452,1.5076747849268728
630,1.5235027737357174,
631,1.525481557364992,1.5035877740520007
632,1.4988540364829341,1.4802190725383442
633,1.519265571344161,1.4982977368859554
634,1.5125830989933988,1.4900044853560672
635,1.4775619203897006,1.5015064997659127
636,1.5033429494309838,1.4986405371666633
637,1.5351280815974984,1.4914817652660608
638,1.4993253179873012,1.4974555801616602
639,1.5030889076624314,1.4748295194619974
640,1.5014042668298293,1.4919079109766575
641,1.5041680125102392,1.4895897665921982
642,1.5420260327889668,1.49903432817782
643,1.5086933747070652,1.4957396238039449
644,1.4740951337656445,1.4941782231658929
645,1.4626155407155161,1.4914410236734406
646,1.5049208580695552,1.5027991141751358
647,1.5176855843203716,1.5023299275378108
648,1.5227302711615267,1.4995097389407095
649,1.48910834465432,1.5060832647225924
650,1.486105568123477,1.5063311011386313
651,1.5064786874012845,1.4924730742172985
652,1.4960772528726403,1.4908612700117523
653,1.4783854107347987,1.4906120195741466
654,1.5218359989548875,1.5058987632304863
655,1.477729326185972,1.4929608560173286
656,1.4957536031131684,1.5105213645643363
657,100000.0,1.482915248625702
658,1.5189724255194164,1.4878516232151136
659,1.4854257292424984,1.5176035102841587
660,1.4899980478535682,1.4842737300439421
661,1.5222391223938703,1.5138905938614
662,1.5101071450412535,1.5038018544405565
663,1.4955078790447776,1.468918217686416
664,1.5043289028339968,1.4978674391128965
665,1.4704918950368016,1.4830990889689764
666,1.5246040581258846,1.5070683865143066
667,1.5385686516999204,1.4966442617326428
668,1.4798888520713078,
669,1.5145863981435304,1.4949586846985448
670,1.5127923460901558,1.4886167109722714
671,1.5042689272685468,1.5027221697996131
672,1.5204669657187957,1.5006305930603174
673,1.5165492551697481,1.4974258091280845
674,1.480543077279121,1.5106821314684686
675,1.5146505370901389,1.497859436285408
676,1.4821526575432984,100000.0
677,1.494600843020316,1.505496449905943
678,1.5298655930062994,1.501041996378124
679,1.5047753234598598,1.5066424241791192
680,1.4992030693826206,1.5128197180065905
681,1.5431818528326509,1.4760944021406688
682,1.4699230064875517,1.5070663936277988
683,1.5156036982116516,1.4955463502365842
684,1.512478448267968,1.5008821158479375
685,1.4762139546872788,1.5020484213530225
686,1.4810227523475903,1.5016868135394714
687,1.5220879895297688,1.49991235011472
688,1.5084095990650879,1.5023017757660238
689,1.505621197826824,1.4880398699053894
690,1.5201381421588622,1.4998924535664655
691,1.5208619742583351,1.4836753931724547
692,1.4954844089142212,1.5013177565789133
693,1.4762920526360033,1.480669986190778
694,1.49914597375309,1.514527115415863
695,1.497504205109488,1.5043005681247004
696,1.5204457188687355,1.5009194151301068
697,1.495094358670471,1.497549973198895
698,1.4997208428345807,1.5146780870949628
699,1.4959475708668293,1.4973766460558746
700,1.4952440019374793,1.4817275476629705
701,1.5170329979751225,1.5071352415463668
702,1.5052305565996735,1.481669510327723
703,1.4883705547733839,1.497276654273507
704,1.5191747081186924,1.5082633206363405
705,1.526206620778692,1.5012186990020986
706,1.4880450363192217,1.4947846692190274
707,1.5131821492663062,1.5048808050037137
708,1.5116572120493346,1.5124532612547315
709,1.4801253014873916,1.4953257996967853
710,1.5179231881367823,1.4962983784244828
711,1.5078660604603589,1.5135924407288237
712,1.5029218071129922,1.4854218752969108
713,1.5171912174335456,1.476953583191408
714,1.5010848872775762,1.5002360155362775
715,1.4811441024898984,1.5093259463524715
716,1.4811755643874138,1.5076119191135136
717,1.5341798510855966,1.5295019377092107
718,1.5019295533786619,1.4990706729784744
719,1.5000786630408063,1.5043460094724967
720,1.4944042128326607,1.5032557707674892
721,1.4947926476291507,1.5209652801647824
